text,
Proses kirim cepat. Barang original,isi ini ya ges (positive/neutral/negative)
Fd asli ...pengiriman baik,isi ini ya ges (positive/neutral/negative)
kualitasnya sangat bagus dan barang yg sampai sama persis dengan yg digambar👍,isi ini ya ges (positive/neutral/negative)
barang ori 64gb.. lumayan cpt tuk nyimpan data...,isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
top,isi ini ya ges (positive/neutral/negative)
Puas,isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
mantap...,isi ini ya ges (positive/neutral/negative)
kereeenn,isi ini ya ges (positive/neutral/negative)
Blm dites,isi ini ya ges (positive/neutral/negative)
mantap!!,isi ini ya ges (positive/neutral/negative)
Good,isi ini ya ges (positive/neutral/negative)
Fd asli,isi ini ya ges (positive/neutral/negative)
baranya sesuai dengan harganya bisa terbaca komputer lumayan pengiriman tepat waktu dan kurir ramah thanks.,isi ini ya ges (positive/neutral/negative)
Sesuai deskripsi,isi ini ya ges (positive/neutral/negative)
Cepat sampai...,isi ini ya ges (positive/neutral/negative)
"Pengiriman cepat, tampilannya elegant, performance CPU utk scan dengan mcafee terpakai 100%, tapi masih bisa buka aplikasi lain.",isi ini ya ges (positive/neutral/negative)
Barang sesuai,isi ini ya ges (positive/neutral/negative)
"Baguss, cuma pengirimannya aga lama",isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
"nyk casing dapat running dengan baik, over all good",isi ini ya ges (positive/neutral/negative)
Baramg sesuai deskripsi dan berfungsi dgn baik. Terima kasih.,isi ini ya ges (positive/neutral/negative)
kurang puas. yaa sesuai harga . asal bisa d pake. sipp lah,isi ini ya ges (positive/neutral/negative)
barang berfungsi dengan baik,isi ini ya ges (positive/neutral/negative)
"barang sudah diterima,, kondisi baik,, thanks cmart and lazada,,",isi ini ya ges (positive/neutral/negative)
Mantap dan tepat waktu,isi ini ya ges (positive/neutral/negative)
mantap,isi ini ya ges (positive/neutral/negative)
barang sesuai dg yg dipesan..pengemasan baik dan rapi..walaupun sampe nya lebih 2hari dari estimasi terlama,isi ini ya ges (positive/neutral/negative)
"Kapasitas 32GB yang terbaca hanya 10,2GB dan itu pun tidak bisa digunakan, File RUSAK. Saya akan proses pengembalian barang!",isi ini ya ges (positive/neutral/negative)
barang mati gk berfungsi sama sekari RUSAKKKKKKKKK POOOOOLL. dah kehilangan uang beli barang ini. + lagi ngisiin lagu & program nya KECEWAAAAA,isi ini ya ges (positive/neutral/negative)
"Barang sangwt sesuai,packing rapih,pokoknya mantap bosqueee !!!",isi ini ya ges (positive/neutral/negative)
Ini flashdisk engga ori,isi ini ya ges (positive/neutral/negative)
bagus produknya,isi ini ya ges (positive/neutral/negative)
Belum di cobain. Semoga barangnya bagus awet,isi ini ya ges (positive/neutral/negative)
"Kalo jualan yg benar aja mbak, di situ tertera merek flashdisk Toshiba kenapa pas datangnya merek HP, mana GX bisa di pake, boro-boro dapat bonus handsfree.",isi ini ya ges (positive/neutral/negative)
"Aman, bagus, sesuai Semoga awet",isi ini ya ges (positive/neutral/negative)
Mantap,isi ini ya ges (positive/neutral/negative)
bonus handsfree tapi handsfreenya cuma sebelah yang ada suaranya wkwk,isi ini ya ges (positive/neutral/negative)
"walaupun datangnya lama banget tapi nggak pa pa maklum J&E mungkin overload, terobati juga dgn barangnya yang mantap dan moga aja awet, soalnya saya sudah punya 3 untuk anak anak Hardisk model ini dan semuanya keren, trimakasih",isi ini ya ges (positive/neutral/negative)
"Pada akhirnya ... harddisk WD ekternal warna biru saya datang! XD Sempat khawatir juga saya mengingat saya gak pernah membeli barang online pada hari weekend (kecuali PO). Saking khawatir pesanan saya sudah dikirim atau belum, saya sampai live chat dengan pihak Lazada untuk menanyakan posisi harddisk pesanan saya ini haha Untuk pengiriman, termasuk lama ya ....  Padahal masih wilayah Jakarta juga ckckckck (Mungkin ini efek belanja online di hari weekend). Tapi, walau terlambat dari hari yang dicantumin oleh Lazada dan di dalam nota pembelian, saya tetap merasa lega karena barang pesanan saya sudah sampai dengan sangat aman mengingat pembungkusan barangnya sangat rapi sekali hingga harus menggunakan gunting untuk membukanya. Di tambah dengan bubble wrap yang memberi kesan empuk hingga tambah yakin saya kalau barang ini akan sangat aman! Saya juga sudah mencoba harddisk-nya dan ... beneran 2TB, lho! (walau hanya tersisa 1,81TB karena sisanya termakan untuk sistem) Tapi dengan harga Rp 1.250.280 bisa dibilang sangat WORTH IT mendapat harddisk 2TB!  P.S: Saya beli dengan harga segitu karena memakai kode voucher potongan diskon dari Lazada dari harga asli kalau gak salah Rp 1.359.000 *lihat ke atas* fufufufufu #gakmaurugijugadia Ditambah dengan bonusnya yang 3 kali plus! Pouch WD, memo WD, dan pen WD! (Semuanya ada tulisan WD-nya! Gak tahu asli atau kagak, tapi semoga saja asli dari WD wkwkwkwk) Tambah gak rugilah! #nihanakemangbener-bener Overall, saya puas sekali dengan barang yang saya beli ini. Karena itulah saya bersedia menulis review panjang-panjang begini (bukannya emang selalu nulis review panjang-panjang, ya?) #plakplakplak P.S 2: Saya sempat bingung dengan tulisan ""Nota di dalam!"" pada bagian kertas putih yang bertulisan nama pengirim dan identitas penerima. Saya cari-cari sampai bego di dalam bungkusannya, ""kok, gak ada?"". Berhubung IQ saya tinggi (#PLAK), jadi saya berpikiran pasti di balik/di dalam kertas ini, nih .... Dan dugaan sayabenar! Ternyata kertas putih itu adalah amplop yang berisi kartu nama si penjual dan nota pembelian wkwkwkwkwk Anda sungguh KREATIF sebagai pedagang! Baru kali ini saya dibegituin .... Untung belum saya buang tuh bungkusan. At last but not least, Thank you, Ezzy Com! Saya pasti akan pesan harddisk lagi ke sini kalau kapasitas harddisk saya sudah penuh! (Tapi, gak tahu kapan penuhnya .... Mungkin masih agak sangat lama ....)",isi ini ya ges (positive/neutral/negative)
Barang sampai cepet. .packing aman dan rapih. Kualitas bagus. .cek di toko fisik masih jauh lebih mahal. Keep up that good work,isi ini ya ges (positive/neutral/negative)
Garansi nya garansi resmi ngga pak,isi ini ya ges (positive/neutral/negative)
Paket lama sekali,isi ini ya ges (positive/neutral/negative)
parah ga bisa digunain kq dijual,isi ini ya ges (positive/neutral/negative)
barang bagusss.. blm dicoba masukin lagu dr laptop,isi ini ya ges (positive/neutral/negative)
Gak bisa nyimpan data kayaknya flaadish bekas ya padahal saya sudah sering kecewa belnja d lazada,isi ini ya ges (positive/neutral/negative)
"Beli 2, eehhh dua-duanya gak bisa dipake. Mana ada file yg di cut dari PC lagi, jadinya ilang. Sampah",isi ini ya ges (positive/neutral/negative)
"Produk sangat mengecewakan, tidak berfungsi dengan baik..",isi ini ya ges (positive/neutral/negative)
makasih ya,isi ini ya ges (positive/neutral/negative)
"fisikhp okehp, kualitas nowway, jelek banget",isi ini ya ges (positive/neutral/negative)
"Barang KW kayaknya nih, baru 5 kali pake langsung rusak, mengecewakan",isi ini ya ges (positive/neutral/negative)
barang ngga bosa dipakai,isi ini ya ges (positive/neutral/negative)
Barang yg dikirim beda sm pesanan..flash disk suka corrupt.. mengecewakan.,isi ini ya ges (positive/neutral/negative)
"barang nya engak sesuai pesanan, apabisa di tukar sesuai dengan yg di pesan?",isi ini ya ges (positive/neutral/negative)
"bungkus barang bagus , cma di usahakan pengiriman agak di cpatin..",isi ini ya ges (positive/neutral/negative)
berfungsi dengan baik,isi ini ya ges (positive/neutral/negative)
Bagus. Sesuai harapan. Mksh lazada,isi ini ya ges (positive/neutral/negative)
"pengiriman cepat , packing rapih , recommed seller👍",isi ini ya ges (positive/neutral/negative)
"Product original dan berfungsi dengan baik. Fast Respond, recommend seller. terimakasih",isi ini ya ges (positive/neutral/negative)
barang sesuai pesanan. terima kasih,isi ini ya ges (positive/neutral/negative)
Selama ini bagus blm ada masalah dan smoga awet. untuk proses penyerahan barang ke bagian logistik setelah proses pembayran mohon agak dipercepat krn sy follow up sampe tiga hari penyerahan ke bagian logistik dan di gudang pengiriman tertunda lagi sampe bbrp hari.,isi ini ya ges (positive/neutral/negative)
"They are good sellers who are prompt in reply and responsible. My experience of dealing with them has been positive, though I have a little problem with the product. They made effort to write and respond to question and ascertain to my doubt. I would comment they are one who can deal with confidence and reliability. Will buy with them when there is a need again",isi ini ya ges (positive/neutral/negative)
"Ga berfungsi mintanya sih di test dulu ga saya rekomendasikan , katanya dapet headset ga dapet lagi tolong seller perbaiki",isi ini ya ges (positive/neutral/negative)
datangnya cukup cepat juga. lebih cepat dari estimasi. barang sesuai gambar. belum sempat dicoba. mudah-mudahan lancar.,isi ini ya ges (positive/neutral/negative)
"Paket rapi,, fd dan bonus headset alhamdulillah berfungsi, seller responsif tak tambahi 👍👍👍 yg pasti murmer dg kwalitas bagus krn ada ongkir jd nya ada biaya lebih... 😅",isi ini ya ges (positive/neutral/negative)
"beli 2, dikirim yang 32gb. kedua flasdisknya tidak bsa digunakan. tolong seller klo mau jualan, jadilah penjual yang jujur. dan juallah barang yang betul2 berfungsi dengan baik, jangan membuat pembeli kecewa.",isi ini ya ges (positive/neutral/negative)
Barang sudah sampai kemarin... Paking rapi kurir ramah.. Sampai sampai jadi temen dekat sama kurir.. Suxses selalu lazada.. Muga tambah Jaya,isi ini ya ges (positive/neutral/negative)
"Beli 2 buah dengan kapasitas 16 GB dengan harga 25rb per buah di Flash Lazada. Ketika tiba, ternyata 1 kapasitas 16 GB dan 1 lagi Kapasitas 32 GB plus dapat bonus 2 buah headset. Semuanya berfungsi dengan baik. Wow. Sangat menyenangkan berbelanja di VR24.Power. Dikirim oleh LEX dengan sangat cepat. Dipesan tanggal 27 Agustus dan tiba di Pekanbaru tanggal 29 Agustus dengan kondisi saat saya terima terpacking dengan sangat baik dan rapi. Terimakasih Lazada dan VR24.POWER.",isi ini ya ges (positive/neutral/negative)
paket sdh sy terima... barang blom dipake... mudah2an sesuai harapan dan awet,isi ini ya ges (positive/neutral/negative)
"sy pesan 4cea usb 16 gb.. dikirim 1 usb 32 gb dan 1 headset barang akan sy minta dikembslikan, karena tfk sesuai pesanan..",isi ini ya ges (positive/neutral/negative)
Palsu...kw...di D H2testw...cuma terbaca 500 mb,isi ini ya ges (positive/neutral/negative)
"Sangat kecewa, free handset nya kaga ada. Fladis jg blm dicoba tp klihatanya nih produk palsu.....",isi ini ya ges (positive/neutral/negative)
yang di pesan merek Kingston yang datang barangnya merek hp,isi ini ya ges (positive/neutral/negative)
"barang sampai dengan selamat,semoga awet",isi ini ya ges (positive/neutral/negative)
pengirimannya cepat,isi ini ya ges (positive/neutral/negative)
kecewa..barang yg di kirim tdk sesuai...barang rusak ..gak bisa di pakai...mau di retur nih,isi ini ya ges (positive/neutral/negative)
"Sudah mendarat, cepet sampai, sejauh ini berfungsi dan Ok.. sesuai deskripsi, semoga awet..",isi ini ya ges (positive/neutral/negative)
cuma dapet ini doang...,isi ini ya ges (positive/neutral/negative)
lanjutkn 😁,isi ini ya ges (positive/neutral/negative)
"cepat mantaf tapi belum dicoba, ada bonus headset lagi.. sips",isi ini ya ges (positive/neutral/negative)
Barang sdh terima mantep banget  Sesuai pesanan 👍👍👍,isi ini ya ges (positive/neutral/negative)
"Real pic,,,sesuai lah dengan harga sgtu sukses trus buat lazada.kurir nya rama dan baik",isi ini ya ges (positive/neutral/negative)
"belum dicoba, ada hadiahnya juga headset",isi ini ya ges (positive/neutral/negative)
"Barang sdh sampai, langsung tes,.. kualitas OK. harga murah,free headset ""sip bngit""  (kmrin chat mnta pink, seller jwb Ok,yg dtang ungu). ya sudahlah...",isi ini ya ges (positive/neutral/negative)
"Mungkin lg apes X.... Barangnya sih sesuai dengan gambar nya tp sayang tidak berfungsi dengan baik, file tdk bisa kebaca,ni seller gak amanah tidak bisa di percaya.!!! Hanya cari keuntungan pribadi...to merugikan kebanyakan konsumen, gak lagi² belanja di toko ini jjr sangat ² mengecewakan👎👎👎👎👎. Sangat2 tdk direkomendasikan untuk belanja di toko ini.",isi ini ya ges (positive/neutral/negative)
"Barang datang sangat cepat paking aga kurang septi, barang sesuai pesanan dan bonus handfre lgi thanks iyy booos moga2 maju terus soal bang ane blom di coba moga aja bagus aamiin",isi ini ya ges (positive/neutral/negative)
Real pic,isi ini ya ges (positive/neutral/negative)
plashdisk palsu kecewa data nya korup mulu,isi ini ya ges (positive/neutral/negative)
"Pesan 16 GB, produk yang dikirim 32 GB dan tidak berfungsi. Segel sudah terbuka. Sangat mengecewakan.",isi ini ya ges (positive/neutral/negative)
"pengiriman lumayan , kurir ramah , barang ok , cman harus di format dulu sebelum di pake ke otg , tapi Alhamdulillah lanjay gk ada kendala",isi ini ya ges (positive/neutral/negative)
"Bisa simpan dan baca data mudah2 bisa full kapasitasnya ,,, pernah beli untuj 16gb yg bisa dipake cuman 2-4 gb aja",isi ini ya ges (positive/neutral/negative)
"flashdisknya ga bisa dipake...ketika transfer data, foto ato lainnya mlh blank..ga ada yg bisa dibuka..free handsfree tp cuma nyala sebelah..ia sech harga murah..tp kalo ga bisa dipake..mubazir..",isi ini ya ges (positive/neutral/negative)
"Sampai saat ini flashdisk tidak bisa digunakan u/ menyimpan data, file saya hilang semua yg disimpan.",isi ini ya ges (positive/neutral/negative)
Memang murah sih. Tp sepertinya tidak ada handsfree seperti yg di janjikan. Padahal ini pesanan orang.,isi ini ya ges (positive/neutral/negative)
"barang sesuai pesanan dan bagus, tp sayang pas saya coba untuk memuat file 10 GB malah note responding. hanya bisa memuat kurang dari 5 GB doang. terima kasih lazada dan penjualnya.",isi ini ya ges (positive/neutral/negative)
"maaf baru kasih ulasan, flashdisk good bisa d gunakan dpt handsfree lg. dan pengiriman amat sangat cepat.",isi ini ya ges (positive/neutral/negative)
"pengirimannya cepat, sellery ramah. pesan mark Kington tiga-tiganya yg datang, yg kingtonn 2 yg satu  dalam keadaan terbuka, 16 Gb sesuai yg 1 mark HP 64 Gb. headsety tdk ada. tidak apa2 lah. semuay berfungsi. tq lazada",isi ini ya ges (positive/neutral/negative)
kemasan oke...fladis juga oke...tp tiap copy file /satu folder dari komputer...file tersebut hilang/lenyap..jd was was tiap mau pake flasdisnya..hahaha,isi ini ya ges (positive/neutral/negative)
"Tambo lagi belanjanya di VR 24,,,,,langganan terus brg ok,,,,udh kesekian x belanja di VR24,,,,MKSH LAZADA",isi ini ya ges (positive/neutral/negative)
"alhmdllh sudah amanah,,,,,maaf saya baru kasih ulasan Krn mau di coba dl dan ternyata setelah di isi file dan lagu semua nya berpungsi dgn baik,,,dan saya puasssssssssss sekali,,,dan ini saya dah order 2 lagi ke alamat ya sama,terima kasih VR24,,,dan terima kasih lazada,,,,buat yg mau order barangnya bagus loh saya dah pake dan puas",isi ini ya ges (positive/neutral/negative)
"produk bagus dan sesuai, free bonus pun ada, Pengiriman pake Ninja Cpt sesuai yg ditentukan...Trnksh semuanya",isi ini ya ges (positive/neutral/negative)
alhamdulillah FDnya lancar jaya... tapi freenya kg dapet,isi ini ya ges (positive/neutral/negative)
mntap pngiriman cpat smga awet flashdisknya,isi ini ya ges (positive/neutral/negative)
al hamdulillah sampe,isi ini ya ges (positive/neutral/negative)
belonya 2 tp yg datangnya cuma 1😠😠,isi ini ya ges (positive/neutral/negative)
beli apa dikirimnya apa pesen flashdisk dikirimnya headset,isi ini ya ges (positive/neutral/negative)
paket dah sampe sudah sy trima langsung di test normal dan bagus.,isi ini ya ges (positive/neutral/negative)
